Controller,Run,Scene,Solved,IsStable,ConstraintsOK,JointsOK,JointsVelOK,ControlEffort,FinalError,RMSE,SimTime
FBL-QP,1,58,1,1,1,1,1,715.246022405834,0.056935497224956,0.607990624217904,21.38
FBL-QP,2,58,1,1,1,1,1,756.859682937382,0.0511740568404716,0.615040534410081,21.62
FBL-QP,3,58,1,1,1,1,1,939.249745696696,0.0559344539642369,0.618069695303463,22.62
FBL-QP,4,58,1,1,1,1,1,726.113500463629,0.0525134828797175,0.612363370154624,21.6
FBL-QP,5,58,1,1,1,1,1,738.430911068823,0.0543747634673723,0.611542251203389,21.64
FBL-QP,1,59,1,1,1,1,1,285.625639077414,0.0364279775751694,0.625853581665669,17.82
FBL-QP,2,59,1,1,1,1,1,285.723226342871,0.0353938248533519,0.625867957746636,17.8
FBL-QP,3,59,1,1,1,1,1,281.090384580116,0.0350635181970679,0.625824067054164,17.8
FBL-QP,4,59,1,1,1,1,1,338.660356088839,0.0357006241110894,0.63047316028689,17.9
FBL-QP,5,59,1,1,1,1,1,382.892582623533,0.0353759463495573,0.628715229573934,17.8
