Controller,Run,Scene,Solved,IsStable,ConstraintsOK,JointsOK,JointsVelOK,ControlEffort,FinalError,RMSE,SimTime
FBL,5,53,1,1,1,1,1,53.6503658350198,0.0260898524408214,0.343052053446996,38.26
FBL,1,54,1,1,0,1,0,60.2568334482097,0.0228082991935,0.344447813633297,38
FBL,2,54,1,1,0,1,0,65.8398450130889,0.023488141294502,0.344814128776899,38.04
FBL,3,54,1,1,0,1,0,60.5817113501451,0.0229821825174554,0.344710141802316,38.02
FBL,4,54,1,1,0,1,0,63.4710692270892,0.0231983646508405,0.345115550637339,38.02
FBL,5,54,1,1,0,1,0,61.9748522629534,0.0228652625742003,0.345129092180487,38.02
FBL,1,55,1,1,0,1,1,84.9742431358706,0.0421887117762443,0.37348788252511,39.34
FBL,2,55,1,1,0,1,1,80.8338804812063,0.0402100779710812,0.371475083291911,39.16
FBL,3,55,1,1,0,1,1,81.2270283977537,0.0403944561087612,0.373331511946843,39.2
FBL,4,55,1,1,0,1,1,84.5817021761582,0.0422730582928371,0.372714097997371,39.28
FBL,5,55,1,1,0,1,1,80.7375603364777,0.040299634409146,0.373442938129891,39.2
FBL,1,56,1,1,1,1,1,45.4846067123058,0.027445271162267,0.335271208609146,38.2
FBL,2,56,1,1,1,1,1,45.741197075703,0.0278048525165035,0.335146079028571,38.2
FBL,3,56,1,1,1,1,0,65.1866212761384,0.0294198976387121,0.33547393613697,38.32
FBL,4,56,1,1,1,1,1,53.2782460145653,0.0282905072990625,0.333676549580664,38.2
FBL,5,56,1,1,1,1,1,44.5393254015913,0.0276788698199729,0.336152290854893,38.22
FBL,1,57,1,1,0,0,0,4377.06500630876,0.0461315684561806,0.342781126091161,39.74
FBL,2,57,1,1,0,0,0,8912.05887075746,0.054718578388797,0.323228078876621,48.62
FBL,3,57,1,1,0,0,0,11455.4194531047,0.0115843952735921,0.492948039849632,46.62
FBL,4,57,1,1,0,0,0,107007454.644744,0.0416283067054212,1.66255630082724,90.62
FBL,5,57,1,1,0,1,0,7046.82550327178,0.0339260616459537,0.405619546955982,40.8
FBL,1,58,1,1,0,0,0,583.589107896265,0.0399238174553319,0.322841969373447,38.96
FBL,2,58,1,1,0,0,0,471.308100147172,0.0343759507705672,0.318242269353774,38.72
FBL,3,58,1,1,0,0,0,572.431908623005,0.0399337269880583,0.318877796777268,38.86
FBL,4,58,1,1,0,0,0,1163.17553695094,0.038154635345073,0.315913796251226,38.5
FBL,5,58,1,1,0,0,0,501.712266115952,0.036963586720834,0.318687630249082,38.72
FBL,1,59,1,1,0,1,0,110.286107079307,0.0449889816852196,0.364517515629561,39.24
FBL,2,59,1,1,0,1,1,94.5843141704237,0.0429039675286441,0.363558466622923,39.08
FBL,3,59,1,1,0,1,1,91.7821126449225,0.0428583322091388,0.363325274806118,39.1
FBL,4,59,1,1,0,1,1,90.6809895972941,0.0429076139279251,0.363250348383177,39.06
FBL,5,59,1,1,0,1,1,91.8246604246816,0.0437252089361587,0.363064239378325,39.1
FBL,1,5,1,1,0,1,1,98.7538571154114,0.0382053003601033,0.388712220906618,39.24
FBL,2,5,1,1,0,1,1,88.7004893443322,0.0374466198167372,0.389007817304828,39.22
FBL,3,5,1,1,0,1,1,98.0454208476231,0.0383432482273325,0.38918005742322,39.3
FBL,4,5,1,1,0,1,1,100.904053534904,0.0380734227749165,0.388745637122445,39.28
FBL,5,5,1,1,0,1,1,96.2652726414651,0.0377858048887564,0.388869161480334,39.24
FBL,1,60,1,1,0,1,1,51.6507916286369,0.0285588397675542,0.386751494118594,38.76
FBL,2,60,1,1,0,1,1,49.4045514262358,0.0287928023055844,0.387769670108146,38.76
FBL,3,60,1,1,0,1,1,49.347820852755,0.0286175429516769,0.386905104800792,38.76
FBL,4,60,1,1,0,1,1,49.7384461738472,0.0289704922262813,0.386524549064001,38.76
FBL,5,60,1,1,0,1,1,52.7316210763587,0.0286241621392633,0.387210993713495,38.76
FBL,1,61,1,1,0,0,0,78720.8331118529,0.0523242170307859,0.345584027603265,68.22
FBL,2,61,NaN,NaN,NaN,NaN,NaN,3361.64433440896,0.153870509044196,0.192041487848361,607.96
FBL,3,61,NaN,NaN,NaN,NaN,NaN,3022.61395987949,0.157149530675164,0.194523101388908,608.18
FBL,4,61,NaN,NaN,NaN,NaN,NaN,6648.56953377375,0.188059673450702,0.238519821352413,608.18
