Controller,Run,Solved,IsStable,ConstraintsOK,JointsOK,JointsVelOK,ControlEffort,FinalError,RMSE,SimTime
QP,63,1,1,1,1,1,216.773879400006,0.0296570523670668,0.278513617188575,36.14
QP,64,1,1,1,1,1,391.098675678952,0.0338746823515644,0.333862695927729,39.84
QP,65,1,1,1,1,1,532.994512734716,0.0262788376265097,0.360664005813004,41.82
QP,66,1,1,1,1,1,256.681079542353,0.034470799999262,0.286256345852722,37.4
QP,67,1,1,1,1,1,1413.12363559594,0.0703969002703171,0.267494958524442,61.96
QP,68,1,1,1,1,1,563.794314651812,0.0212249589224993,0.382589572674885,41.36
QP,69,1,1,1,1,1,3969.0632349562,0.0838006995695487,0.243026915577397,153.04
QP,70,1,1,1,1,1,203.643533329268,0.0197133697799823,0.325700936165548,37.34
QP,71,1,1,1,1,1,494.618522658872,0.0306397267600263,0.429928596193952,41.8
QP,72,1,1,1,1,1,679.573534108875,0.0228285009621827,0.351694868996221,40.4
QP,73,1,0,1,1,1,257371.561400981,0.352712780371864,0.408511343513563,757.94
QP,74,1,1,1,1,1,266.10397543767,0.0225889749640908,0.29785186222688,37.9
QP,75,1,1,1,1,1,379.101698351689,0.0316130240256123,0.341010791166593,38.9
QP,76,1,1,1,1,1,583.463552986397,0.0299838578712461,0.388674904885614,40.48
QP,77,1,1,1,1,1,358.143587832528,0.0245581048675755,0.371738760075471,38.98
QP,78,1,1,1,1,1,626.181290607261,0.0450567054207941,0.303388665334415,42.16
QP,79,1,1,1,1,1,2050.87111319938,0.0622714413389293,0.341350812352627,46.94
QP,80,1,1,1,1,1,460.045701055126,0.0450561857406327,0.344740982031027,50.3
QP,81,1,1,1,1,1,356.802254976752,0.0290655491912433,0.357058646851549,38.74
QP,82,1,1,1,1,1,471.314195428025,0.0214376707828863,0.376022850445454,39.44
QP,83,1,1,1,1,1,212.591085729353,0.0210563976803563,0.300563208165989,37.62
QP,84,1,1,1,1,1,198.396359097182,0.0349741354847044,0.272805186861041,37.16
QP,85,1,1,1,1,1,265.905814183006,0.0277142349196853,0.362819548762477,38.68
QP,86,1,1,1,1,1,305.346600812893,0.0253026654607937,0.297305642788814,37.74
QP,87,1,1,1,1,1,489.242522346744,0.0226024479716546,0.331321891201718,41
QP,88,1,1,1,1,1,1192.72321380764,0.0718569249680495,0.273857141038242,64.66
QP,89,1,1,1,1,1,395.414163536053,0.0224473075904106,0.369804577758622,41.46
QP,90,1,1,1,1,1,327.157479405654,0.0251087211196036,0.329900211448244,40.44
QP,91,1,1,1,1,1,224.506961433379,0.0340524887904558,0.398275456560793,39.78
QP,92,1,1,1,1,1,156.661639051356,0.0316767086677617,0.411824069772318,38.36
QP,93,1,1,1,1,1,245.623025912778,0.0263443282474009,0.290753647967733,37.3
QP,94,1,1,1,1,1,392.256820762208,0.0488806966051098,0.367647875922606,39.98
QP,95,1,1,1,1,1,4657.16969810786,0.079293749054979,0.23742427509199,91.62
QP,96,1,1,1,1,1,259.602827262563,0.0290132793594106,0.364794392084274,39.24
QP,97,1,1,1,1,1,350.70133965255,0.0239540022363161,0.331496053572382,39.12
QP,98,1,1,1,1,1,580.255118187929,0.0678389844927002,0.378147645494755,41.2
